"Table  download from NOAA Fisheries ShoreZone mapping website, Fri Aug 09 2024"
"ShoreZone Unit"

Selection Criteria:

"PHY_IDENT","HabClass","BC_CLASS","EXP_BIO","SHORETYPE","ESI","ORI","TRSH","DUGR","SPZO","BLLI","WHLI","YELI","BARN","BLMU","GRAL","BRAL","SURF","EELG","SOBK","ROCK","DRKE","BUKE","CMECS_1","CMECS_2","LENGTH_M","Slope_calc","SHORE_PROB","LOST_SHORE","Wave_Dissipation","Orient_dir","Tidal_height","CVI_Rank"
"04/01/0259/B","40","6","SP","6","5","5","","","","M","","","","","C","","","","C","C","","","S1.2.1.2.1","","75.757","18","","","Plunging","S","6.4","Low"
"04/01/0260/A","50","6","P","6","5","5","","","M","M","","","","","C","","","","C","C","","","S1.2.1.2.1","","212.605","14","","","Plunging","NW","6.4","Low"
"04/01/0260/B","50","3","P","3","5","5","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","188.011","7","","","Plunging","E","6.4","Low"
"04/01/0261/A","41","3","SP","3","5","4","","","","W","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","165.148","7","","","Plunging","NE","6.4","Low"
"04/01/0262/A","40","6","SP","6","7","4","","","","M","","","C","","C","","","","C","C","","","S1.2.1.2.1","","210.583","3","","","Spilling","N","6.4","Low"
"04/01/0263/A","40","2","SP","2","6B","1","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","143.312","39","","","Surging","NW","6.4","Low"
"04/01/0264/A","40","3","SP","3","5","1","","","","M","","","P","","","","","","C","C","","","S1.1","S1.2.1.2.1","98.461","33","","","Surging","NW","6.4","Low"
"04/01/0265/A","40","1","SP","1","1A","1","","","","M","","","C","P","","","","","C","C","","","S1.1","","80.395","22","","","Plunging","NW","6.4","Low"
"04/01/0266/A","40","2","SP","2","6B","4","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.1","92.109","20","","","Plunging","S","6.4","Low"
"04/01/0266/B","40","6","SP","6","6B","5","","","","M","","","C","","P","","","","C","C","","","S1.2.1.2.1","","116.16","15","","","Plunging","S","6.4","Low"
"04/01/0267/A","51","3","P","3","8A","5","","P","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","99.59","7","","","Plunging","W","6.4","Low"
"04/01/0267/B","51","1","P","1","8A","3","","","","M","","","C","P","P","","","","C","C","","","S1.1","","116.967","25","","","Plunging","SW","6.4","Low"
"04/01/0267/C","51","1","P","1","8A","3","","","","M","","","C","","C","","","","C","C","","","S1.1","","53.562","28","","","Plunging","S","6.4","Low"
"04/01/0267/D","51","3","P","3","8A","5","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","257.053","22","","","Plunging","SE","6.4","Low"
"04/01/0268/A","40","3","SP","3","8D","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","81.315","22","","","Plunging","SE","6.4","Low"
"04/01/0269/A","41","6","SP","6","5","5","","","","M","","","C","","C","","","","C","C","","","S1.2.1.2.1","","27.714","10","","","Plunging","SE","6.4","Low"
"04/01/0270/A","50","6","P","6","9A","5","","","","M","","","C","","P","","","P","P","C","","","S1.2.1.2.1","","397.058","5","","","Spilling","SW","6.4","Low"
"04/01/0271/A","40","3","SP","3","6B","5","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","163.21","15","","","Plunging","S","6.4","Low"
"04/01/0272/A","40","1","SP","1","8A","3","","","","M","","","C","","C","","","","C","C","","","S1.1","","141.936","25","","","Plunging","N","6.4","Low"
"04/01/0272/B","40","2","SP","2","6B","4","","","","M","","M","C","","C","","","","C","C","","","S1.1","S1.2.1.1","62.952","15","","","Plunging","S","6.4","Low"
"04/01/0273/A","51","6","P","6","5","5","","","","","","","","","","","","","","","","","S1.2.1.2.1","","37.014","20","","","Plunging","SE","6.3","Low"
"04/01/0274/A","50","3","P","3","8D","5","","","","N","","","","","","","","","","C","","","S1.1","S1.2.1.2.1","225.083","35","","","Plunging","SW","6.3","Low"
"04/01/0275/A","51","6","P","6","9A","5","","C","","","","","","","","","","","","","","","S1.2.1.2.1","","52.586","13","","","Plunging","S","6.3","Low"
"04/01/0276/A","50","2","P","2","8D","4","","","","","","","","","","","","","","","","","S1.1","S1.2.1.1","56.306","28","","","Plunging","SW","6.3","Low"
"04/01/0277/A","51","3","P","3","5","5","","","","","","","","","","","","","","","","","S1.1","S1.2.1.2.1","100.585","20","","","Plunging","NE","6.3","Low"
"04/01/0278/A","50","3","P","3","8A","5","","C","","","","","","","","","","","","","","","S1.1","S1.2.1.2.1","162.605","35","","","Plunging","NE","6.3","Low"
"04/01/0279/A","40","2","SP","2","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","88.054","42","","","Collapsing","NW","6.3","Low"
"04/01/0279/B","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","75.083","23","","","Plunging","W","6.3","Low"
"04/01/0280/A","51","3","P","3","8D","4","","","","N","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","347.864","6","","","Spilling","W","6.3","Low"
"04/01/0281/A","50","2","P","2","8D","4","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.1","91.091","17","","","Plunging","NW","6.3","Low"
"04/01/0281/B","50","3","P","3","5","5","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","89.409","19","","","Plunging","S","6.3","Low"
"04/01/0282/A","51","6","P","6","8D","5","","","","N","","","P","","C","","","","C","C","","","S1.2.1.2.1","","314.898","12","","","Plunging","NW","6.3","Low"
"04/01/0283/A","50","3","P","3","9A","5","","","","N","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","88.159","7","","","Spilling","NE","6.3","Low"
"04/01/0284/A","40","3","SP","3","8A","5","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","114.603","21","","","Plunging","NE","6.3","Low"
"04/01/0284/B","40","2","SP","2","8D","4","","","","N","","","C","C","C","","","","C","","","","S1.1","S1.2.1.1","54.06","72","","","Surging","NE","6.3","Low"
"04/01/0284/C","40","2","SP","2","8D","4","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.1","229.62","13","","","Plunging","W","6.3","Low"
"04/01/0284/D","40","3","SP","3","8D","5","","","","M","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","81.418","13","","","Plunging","W","6.3","Low"
"04/01/0285/A","50","2","P","2","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","43.022","32","","","Plunging","W","6.3","Low"
"04/01/0285/B","50","5","P","5","8D","4","","","","M","","","C","","P","","","","C","C","","","S1.2.1.1","","45.588","11","","","Plunging","W","6.3","Low"
"04/01/0286/A","50","2","P","2","8D","4","","","","M","","","P","","P","","","","C","C","","","S1.1","S1.2.1.1","63.852","15","","","Plunging","W","6.3","Low"
"04/01/0287/A","50","6","P","6","8D","5","","","","N","","","","","C","","","","C","P","","","S1.2.1.2.1","","54.058","10","","","Plunging","W","6.3","Low"
"04/01/0287/B","50","3","P","3","8A","4","","","","M","","","C","P","","","","","C","C","","","S1.1","S1.2.1.2.1","70.712","24","","","Plunging","W","6.3","Low"
"04/01/0288/A","50","3","P","3","8D","5","","","","N","","","C","","C","C","","","C","C","","","S1.1","S1.2.1.2.1","152.628","16","","","Plunging","SW","6.3","Low"
"04/01/0288/B","50","6","P","6","8D","5","","P","","N","","","P","","C","","","","C","","","","S1.2.1.2.1","","57.669","10","","","Plunging","W","6.3","Low"
"04/01/0289/A","50","3","P","3","8A","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","90.671","15","","","Plunging","SW","6.3","Low"
"04/01/0290/A","50","6","P","6","9A","5","","","N","N","","","","","C","","","","C","P","","","S1.2.1.2.1","","111.114","6","","","Spilling","SW","6.3","Low"
"04/01/0291/A","51","6","P","6","5","5","","","","N","","","P","","C","","","","C","C","","","S1.2.1.2.1","","61.375","15","","","Plunging","SW","6.3","Low"
"04/01/0292/A","50","6","P","6","9A","5","","","","N","","","","","C","","","","C","C","","","S1.2.1.2.1","","196.767","13","","","Plunging","W","6.3","Low"
"04/01/0293/A","50","3","P","3","8A","3","","","","N","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","81.25","42","","","Plunging","NW","6.3","Low"
"04/01/0293/B","50","3","P","3","8A","5","","","","N","","","P","P","C","P","","","C","C","","","S1.1","S1.2.1.2.1","204.327","19","","","Plunging","W","6.3","Low"
"04/01/0294/A","61","6","VP","6","9A","5","","","","N","","","","","C","","","","C","C","","","S1.2.1.2.1","","193.823","7","","","Spilling","SW","6.3","Low"
"04/01/0294/B","61","6","VP","6","9A","5","","","","N","","","P","","P","","","","C","C","","","S1.2.1.2.1","","144.212","9","","","Spilling","NW","6.3","Low"
"04/01/0294/C","61","6","VP","6","9A","5","","","","N","","","","","C","","","","C","C","","","S1.2.1.2.1","","206.49","6","","","Spilling","N","6.3","Low"
"04/01/0295/A","60","6","VP","6","9A","5","","","","N","","","","","C","","","","C","C","","","S1.2.1.2.1","","149.944","15","","","Plunging","NE","6.3","Low"
"04/01/0296/A","40","6","SP","6","5","5","","","N","","","","P","","C","","","","C","C","","","S1.2.1.2.1","","109.404","28","","","Plunging","N","6.3","Low"
"04/01/0297/0","51","29","P","29","9A","3","","","N","","","","P","","C","","","P","P","P","","","","","250.305","","","","","","",""
"04/01/0298/0","50","13","P","13","5","5","","","","","","","P","","C","","","","C","P","","","","","247.06","","","","","","",""
"04/01/0299/0","54","34","P","34","5","4","","","","","","","","","P","","","","C","P","","","","","70.218","","","","","","",""
"04/01/0300/0","60","18","VP","18","3A","4","","","N","","","","","","C","","","","P","P","","","","","584.61","","","","","","",""
"04/01/0301/0","63","31","VP","31","10A","5","","","","","","","","","P","","","","P","C","","","","","63.198","","","","","","",""
"04/01/0302/0","60","18","VP","18","3A","4","","","N","","","","","","C","","","","P","P","","","","","291.878","","","","","","",""
"04/01/0303/0","54","34","P","34","5","4","","","N","","","","P","","C","","","","C","P","","","","","61.145","","","","","","",""
"04/01/0304/0","60","18","VP","18","4","4","","","","","","","","","P","","","P","","P","","","","","144.944","","","","","","",""
"04/01/0305/0","61","28","VP","28","9A","4","","","N","","","","","","P","","","P","","P","","","","","161.076","","","","","","",""
"04/01/0306/B","50","6","P","6","5","5","","","N","","","","C","","C","","","","C","C","","","S1.2.1.2.1","","207.556","28","","","Plunging","SE","6.3","Low"
"04/01/0307/A","51","3","P","3","9A","5","","","N","","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","41.254","9","","","Spilling","SE","6.3","Low"
"04/01/0308/A","50","6","P","6","5","5","","","N","N","","","C","","C","P","","","C","C","","","S1.2.1.2.1","","185.086","32","","","Plunging","NE","6.3","Low"
"04/01/0309/A","50","6","P","6","5","5","","P","N","","","","C","C","C","C","","","C","","","","S1.2.1.2.1","","49.261","10","","","Plunging","NE","6.3","Low"
"04/01/0309/B","50","6","P","6","5","5","","","N","","","","C","","C","","","","C","C","","","S1.2.1.2.1","","124.964","16","","","Plunging","NE","6.3","Low"
"04/01/0309/C","50","2","P","2","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","83.406","20","","","Plunging","N","6.3","Low"
"04/01/0310/A","51","6","P","6","6A","5","","","","N","","","","","C","","","","C","","","","S1.2.1.2.1","","67.534","10","","","Plunging","N","6.3","Low"
"04/01/0310/B","51","6","P","6","6A","5","","C","","","","","C","","C","","","","C","P","","","S1.2.1.2.1","","60.426","9","","","Plunging","NE","6.3","Low"
"04/01/0310/C","51","3","P","3","6B","5","","","","N","","","C","P","C","","","","C","P","","","S1.1","S1.2.1.2.1","117.312","9","","","Plunging","NE","6.3","Low"
"04/01/0311/A","40","2","SP","2","8D","4","","","","M","M","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","199.669","20","","","Plunging","NE","6.3","Low"
"04/01/0312/A","40","2","SP","2","6B","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","57.141","13","","","Plunging","NW","6.3","Low"
"04/01/0312/B","40","6","SP","6","6A","4","","P","","M","","","P","","C","P","","","C","","","","S1.2.1.2.1","","43.313","7","","","Plunging","NW","6.3","Low"
"04/01/0312/C","40","3","SP","3","4","4","","","","M","","","C","C","","","","","C","C","","","S1.1","S1.2.1.2.1","97.342","26","","","Collapsing","NW","6.3","Low"
"04/01/0313/A","40","2","SP","2","6A","2","","","","M","","","C","P","","","","","C","C","","","S1.1","S1.2.1.1","76.932","24","","","Plunging","NW","6.3","Low"
"04/01/0314/A","51","6","P","6","5","4","","P","","M","","","","","C","","","","C","","","","S1.2.1.2.1","","155.986","7","","","Plunging","NW","6.3","Low"
"04/01/0315/A","50","5","P","5","6B","4","","","","M","","","C","C","P","","","","C","P","","","S1.2.1.1","","113.372","11","","","Plunging","N","6.3","Low"
"04/01/0316/A","40","2","SP","2","8D","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","147.01","23","","","Plunging","NE","6.3","Low"
"04/01/0316/B","40","2","SP","2","6B","4","","","","M","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.1","95.364","23","","","Plunging","NW","6.3","Low"
"04/01/0317/A","40","1","SP","1","8A","3","","","","M","","","C","C","","","","","C","C","","","S1.1","","60.72","46","","","Surging","NW","6.3","Low"
"04/01/0318/A","41","2","SP","2","8A","4","","","","M","","","C","P","","","","","C","C","","","S1.1","S1.2.1.1","51.195","17","","","Plunging","W","6.3","Low"
"04/01/0318/B","41","3","SP","3","8A","5","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","39.683","14","","","Plunging","W","6.3","Low"
"04/01/0318/C","41","6","SP","6","5","5","","P","N","N","","","C","","C","","","","C","","","","S1.2.1.2.1","","117.429","7","","","Plunging","NW","6.3","Low"
"04/01/0319/A","41","3","SP","3","8A","5","","","","M","","","C","","P","","","","C","P","","","S1.1","S1.2.1.2.1","77.772","7","","","Plunging","NW","6.3","Low"
"04/01/0319/B","41","2","SP","2","8A","4","","","","M","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.1","66.908","13","","","Plunging","NW","6.3","Low"
"04/01/0319/C","41","3","SP","3","8D","5","","","","M","","","P","","C","","","","C","P","","","S1.1","S1.2.1.2.1","65.725","7","","","Plunging","NW","6.3","Low"
"04/01/0319/D","41","1","SP","1","1A","2","","","","M","","","C","P","","","","","C","C","","","S1.1","","38.196","52","","","Surging","NW","6.3","Low"
"04/01/0320/A","40","2","SP","2","8A","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","114.45","42","","","Collapsing","S","6.3","Low"
"04/01/0320/B","40","2","SP","2","8D","4","","","","N","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","69.456","10","","","Plunging","SW","6.3","Low"
"04/01/0320/C","40","2","SP","2","8A","4","","","","M","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.1","24.25","24","","","Plunging","SW","6.3","Low"
"04/01/0320/D","40","5","SP","5","8D","5","","","","N","","","P","","C","","","","C","C","","","S1.2.1.1","","131.404","14","","","Plunging","SW","6.3","Low"
"04/01/0320/E","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","55.222","35","","","Plunging","SW","6.3","Low"
"04/01/0320/F","40","5","SP","5","6B","4","","","","N","","","C","C","C","","","","C","C","","","S1.2.1.1","","28.013","20","","","Plunging","SW","6.3","Low"
"04/01/0320/G","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","43.952","23","","","Plunging","SW","6.3","Low"
"04/01/0321/A","40","5","SP","5","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.2.1.1","","70.206","26","","","Plunging","S","6.3","Low"
"04/01/0321/B","40","6","SP","6","5","5","","","","N","","","C","","C","","","","C","C","","","S1.2.1.2.1","","106.721","17","","","Plunging","W","6.3","Low"
"04/01/0322/A","40","3","SP","3","8D","5","","","N","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","395.879","32","","","Plunging","SW","6.3","Low"
"04/01/0322/B","40","6","SP","6","5","5","","P","","N","","","","","C","","","","C","C","","","S1.2.1.2.1","","33.683","8","","","Spilling","W","6.3","Low"
"04/01/0322/C","40","3","SP","3","8D","5","","","","M","","","P","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","99.896","10","","","Plunging","SW","6.3","Low"
"04/01/0322/D","40","3","SP","3","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","88.314","24","","","Plunging","SW","6.3","Low"
"04/01/0323/A","51","3","P","3","9A","5","","","","N","","","","","P","","","","C","C","","","S1.1","S1.2.1.2.1","77.446","9","","","Spilling","W","6.3","Low"
"04/01/0324/A","50","3","P","3","8D","5","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","239.878","17","","","Plunging","SW","6.3","Low"
"04/01/0324/B","50","6","P","6","9A","5","","","N","","","","P","","C","","","","P","C","","","S1.2.1.2.1","","53.636","13","","","Plunging","SW","6.3","Low"
"04/01/0324/C","50","6","P","6","9A","5","","","N","N","","","C","","C","","","","P","C","","","S1.2.1.2.1","","202.564","24","","","Plunging","SW","6.3","Low"
"04/01/0324/D","50","6","P","6","9A","5","","","","N","","","P","","C","","","","P","C","","","S1.2.1.2.1","","97.731","13","","","Plunging","W","6.3","Low"
"04/01/0324/E","50","2","P","2","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","157.364","35","","","Plunging","NW","6.3","Low"
"04/01/0325/A","41","2","SP","2","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","84.103","26","","","Plunging","NW","6.3","Low"
"04/01/0326/A","50","3","P","3","8D","5","","P","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","120.403","9","","","Plunging","NW","6.3","Low"
"04/01/0326/B","50","2","P","2","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","64.913","32","","","Plunging","NW","6.3","Low"
"04/01/0326/C","50","2","P","2","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","118.02","38","","","Plunging","SW","6.3","Low"
"04/01/0326/D","50","6","P","6","5","5","","","","","","","C","","C","","","","P","C","","","S1.2.1.2.1","","67.669","13","","","Plunging","SW","6.3","Low"
"04/01/0326/E","50","3","P","3","6B","5","","","","N","","","C","","C","","","","P","C","","","S1.1","S1.2.1.2.1","159.119","30","","","Plunging","SW","6.3","Low"
